"Filename",FingerCode,QualityScore,"OptionalError",Quantized,Resampled,UniformImage,EmptyImageOrContrastTooLow,FingerprintImageWithMinutiae,SufficientFingerprintForeground,FDA_Bin10_0,FDA_Bin10_1,FDA_Bin10_2,FDA_Bin10_3,FDA_Bin10_4,FDA_Bin10_5,FDA_Bin10_6,FDA_Bin10_7,FDA_Bin10_8,FDA_Bin10_9,FDA_Bin10_Mean,FDA_Bin10_StdDev,FingerJetFX_MinCount_COMMinRect200x200,FingerJetFX_MinutiaeCount,FJFXPos_Mu_MinutiaeQuality_2,FJFXPos_OCL_MinutiaeQuality_80,ImgProcROIArea_Mean,LCS_Bin10_0,LCS_Bin10_1,LCS_Bin10_2,LCS_Bin10_3,LCS_Bin10_4,LCS_Bin10_5,LCS_Bin10_6,LCS_Bin10_7,LCS_Bin10_8,LCS_Bin10_9,LCS_Bin10_Mean,LCS_Bin10_StdDev,MMB,Mu,OCL_Bin10_0,OCL_Bin10_1,OCL_Bin10_2,OCL_Bin10_3,OCL_Bin10_4,OCL_Bin10_5,OCL_Bin10_6,OCL_Bin10_7,OCL_Bin10_8,OCL_Bin10_9,OCL_Bin10_Mean,OCL_Bin10_StdDev,OF_Bin10_0,OF_Bin10_1,OF_Bin10_2,OF_Bin10_3,OF_Bin10_4,OF_Bin10_5,OF_Bin10_6,OF_Bin10_7,OF_Bin10_8,OF_Bin10_9,OF_Bin10_Mean,OF_Bin10_StdDev,OrientationMap_ROIFilter_CoherenceRel,OrientationMap_ROIFilter_CoherenceSum,RVUP_Bin10_0,RVUP_Bin10_1,RVUP_Bin10_2,RVUP_Bin10_3,RVUP_Bin10_4,RVUP_Bin10_5,RVUP_Bin10_6,RVUP_Bin10_7,RVUP_Bin10_8,RVUP_Bin10_9,RVUP_Bin10_Mean,RVUP_Bin10_StdDev
"00002581_Q_500_palm_10.png",0,17,NA,0,0,57.49407,202.01758,197,82037,13,12,5,3,7,1,4,2,1,14,0.47133,0.29289,157,197,0.81218,0,193.01353,0,33,7,2,3,3,5,4,4,1,0.57297,0.31766,205.39020,202.01758,4,17,19,9,4,8,7,4,1,2,0.58795,0.16727,1,5,4,8,4,18,42,43,26,22,0.38079,0.30243,0.40313,139.48507,29,54,26,7,59,37,26,48,0,0,1.16970,0.75640
"00002478_Q_500_palm_03.png",0,36,NA,0,0,76.16989,169.09687,156,95873,8,13,6,12,12,8,10,4,2,14,0.45201,0.24456,93,156,0.17948,0.08333,158.30774,0,40,14,13,4,3,2,3,5,5,0.58647,0.31247,173.96274,169.09687,16,15,10,12,4,8,3,7,13,7,0.60520,0.23465,18,17,16,20,27,14,19,29,37,24,0.30665,0.32143,0.48763,192.61592,39,55,46,22,97,58,33,58,0,0,1.18827,0.92244
"00002569_N_500_palm_08.png",0,14,NA,0,0,56.65155,199.49549,191,99983,19,15,14,16,8,3,1,2,0,14,0.41530,0.25248,104,191,0.63350,0,194.73913,0,25,27,16,10,5,5,4,0,0,0.65981,0.23524,203.25110,199.49549,15,16,13,16,19,14,4,0,0,0,0.55328,0.17294,4,9,11,12,29,34,30,33,46,54,0.43202,0.39011,0.41205,177.18558,51,75,27,24,80,28,43,92,0,0,1.32108,1.09103
"00002391_R_500_slap_06.png",0,11,NA,0,0,72.36199,191.30038,255,153140,22,21,16,14,6,5,10,9,4,27,0.46849,0.27643,114,255,0.63529,0,180.37982,0,33,20,25,11,14,9,7,10,5,0.68648,0.24301,193.30159,191.30038,10,17,23,47,26,20,4,0,0,0,0.58764,0.14260,13,20,20,37,45,60,57,60,50,51,0.32729,0.34754,0.41336,269.10252,42,66,24,35,90,42,58,83,0,0,1.38317,1.35875
"00002439_S_500_slap_10.png",0,30,NA,0,0,65.40129,199.74483,97,62022,9,6,3,6,7,8,3,3,0,7,0.42845,0.23324,77,97,0.43299,0,194.24475,0,21,8,9,3,3,1,3,3,1,0.66780,0.22781,203.81706,199.74483,5,8,13,12,7,7,4,2,0,0,0.57743,0.15672,9,10,7,8,12,20,17,14,14,13,0.29322,0.32468,0.42588,113.71033,20,37,16,17,47,20,19,43,0,0,1.27390,0.95476
"00002616_Q_500_palm_07.png",0,13,NA,0,0,68.15918,191.08454,154,74260,15,12,7,7,6,5,3,3,0,11,0.42679,0.25780,102,154,0.23376,0,180.09481,0,29,13,14,6,3,3,1,0,0,0.64058,0.23765,193.21776,191.08454,12,17,22,17,6,1,0,1,0,0,0.49509,0.15269,8,9,8,10,17,22,40,44,24,15,0.32085,0.32118,0.35484,116.03299,28,44,23,14,58,26,29,51,0,0,1.24222,0.91013
"00002560_N_500_palm_10.png",0,28,NA,0,0,76.15097,189.38144,26,52975,5,2,5,4,4,4,3,5,1,4,0.43104,0.21133,24,26,0.15384,0,181.44224,0,7,6,3,7,10,1,2,0,1,0.70682,0.21601,197.21267,189.38144,6,5,6,9,10,9,5,0,2,0,0.59805,0.19336,2,12,10,10,12,10,13,11,9,6,0.22674,0.26585,0.42729,98.70598,4,16,6,11,45,15,17,9,0,0,1.13710,0.49857
"00002302_N_500_palm_10.png",0,12,NA,0,0,70.17626,188.51285,95,67570,3,8,4,5,3,1,4,5,4,14,0.53861,0.29413,79,95,0.43157,0,182.31447,0,26,6,5,3,3,1,4,3,0,0.63648,0.24432,195.68224,188.51285,15,10,17,9,6,3,3,0,0,0,0.49044,0.17642,0,3,5,15,16,18,21,26,21,22,0.38046,0.36169,0.32527,94.32932,22,36,20,19,46,18,20,26,0,0,1.09705,0.75718
"00002303_N_500_palm_02.png",0,31,NA,0,0,65.50065,200.38620,36,33579,2,3,1,3,4,2,3,3,3,4,0.47570,0.22935,29,36,0.57575,0.39393,190.89779,0,9,1,1,1,6,5,2,2,1,0.60083,0.34956,207.84878,200.38620,0,2,2,5,6,2,2,4,10,3,0.74877,0.13519,4,4,7,4,5,6,6,4,4,6,0.28033,0.36804,0.60051,90.67816,0,11,23,7,48,16,15,15,0,0,1.19222,0.64524
"00002358_R_500_slap_05.png",0,26,NA,0,0,86.15250,165.40709,68,77353,4,10,8,7,6,6,2,6,1,7,0.42752,0.22324,47,68,0.35294,0,155.97258,0,18,6,9,5,7,4,2,3,3,0.69111,0.22465,173.76064,165.40709,4,7,13,13,12,9,9,2,0,1,0.62375,0.14380,26,21,18,15,16,29,12,10,4,1,0.11598,0.13650,0.42847,137.54014,20,51,20,19,52,21,24,24,0,0,1.06143,0.64883
"00002391_R_500_slap_07.png",0,33,NA,0,0,51.26736,207.94838,184,89262,18,16,9,6,8,2,3,4,1,9,0.39813,0.23062,120,184,0.58152,0,201.64296,0,23,16,12,6,8,4,2,3,2,0.67478,0.22362,211.73652,207.94838,7,15,18,25,12,7,2,0,0,0,0.55895,0.13531,7,11,18,27,24,43,31,22,18,25,0.25105,0.26424,0.39756,155.05002,36,65,16,27,72,30,35,53,0,0,1.18921,0.85749
"00001449_plain_500_08.png",0,33,NA,0,0,24.38143,169.20932,152,121623,30,16,10,13,8,13,11,12,1,36,0.49282,0.29426,84,152,0.37500,0.01973,157.18360,0,49,16,21,22,11,10,10,4,7,0.62034,0.30915,170.07478,169.20932,7,10,19,28,21,19,20,22,4,0,0.65953,0.15811,54,57,52,43,43,37,43,51,24,29,0.20770,0.29176,0.51702,273.50520,68,71,22,37,132,40,55,104,0,0,1.31559,1.15587
"00002569_N_500_palm_09.png",0,9,NA,0,0,58.77062,201.65688,255,99893,25,14,12,12,8,1,0,0,0,19,0.44078,0.29086,144,255,0.42352,0,187.40026,0,37,22,13,8,5,1,4,0,1,0.62558,0.26101,204.18640,201.65688,16,26,29,21,4,7,4,0,0,1,0.51196,0.14938,2,7,11,19,17,15,31,47,55,84,0.52751,0.41546,0.37364,155.06216,48,81,28,14,90,34,37,77,0,0,1.22607,0.96544
"00002349_N_500_palm_05.png",0,23,NA,0,0,94.15013,141.92760,101,88653,13,8,8,8,9,4,6,2,1,12,0.44514,0.25764,63,101,0.50495,0,126.39694,0,14,8,15,12,5,6,4,4,3,0.74323,0.14073,147.78970,141.92760,8,8,16,10,19,12,9,2,0,1,0.60414,0.17844,14,20,20,14,28,29,27,23,10,13,0.21024,0.24472,0.42968,158.55471,28,53,13,20,55,30,28,44,0,0,1.20163,0.82210
"00002458_N_500_palm_09.png",0,24,NA,0,0,70.85203,176.44830,216,88077,15,9,7,7,9,7,6,4,1,16,0.46697,0.27271,149,216,0.44444,0.10185,163.98485,0,48,12,4,4,5,3,2,0,3,0.49544,0.34576,181.48135,176.44830,23,14,7,13,6,10,7,9,8,0,0.55360,0.24335,12,13,23,20,29,23,13,37,34,38,0.33726,0.34243,0.44240,167.22872,22,81,16,17,117,44,44,60,0,0,1.23290,0.88790
"00002440_R_500_slap_03.png",0,96,NA,0,0,67.85899,200.58440,86,134280,3,6,11,13,11,16,14,24,14,5,0.42962,0.14098,34,86,0.80232,0.06976,195.37318,0,10,7,6,13,11,16,18,18,18,0.77610,0.18743,202.16563,200.58440,11,12,5,17,16,27,24,20,4,1,0.66553,0.18205,38,47,52,31,32,24,22,17,34,34,0.24552,0.35848,0.50682,280.27218,11,42,21,50,126,67,38,14,0,0,1.08283,0.49421
"00002649_Q_500_palm_09.png",0,37,NA,0,0,82.09729,136.46196,154,120616,15,13,14,8,12,7,8,2,4,21,0.47326,0.27434,67,154,0.60389,0.12987,124.11280,0,39,17,15,7,8,8,3,2,5,0.55641,0.34260,142.31632,136.46196,18,20,8,5,7,7,4,6,14,34,0.66539,0.26540,27,24,25,18,13,23,23,36,30,37,0.31510,0.35327,0.54664,277.69694,34,69,43,15,141,61,51,61,0,0,1.19068,0.78405
"00002596_J_500_palm_07.png",0,90,NA,0,0,70.25618,173.81902,47,103871,0,3,7,6,14,9,17,19,11,4,0.44368,0.13935,18,47,0.53191,0.57446,164.28077,0,4,3,4,3,8,11,18,21,18,0.80943,0.15750,179.05997,173.81902,6,5,3,7,8,9,4,17,23,22,0.76199,0.19750,37,22,22,21,18,24,22,15,22,19,0.22755,0.31209,0.62887,276.70484,7,42,33,32,98,66,43,19,0,0,1.10368,0.45039
"00002406_R_500_slap_09.png",0,13,NA,0,0,70.34875,164.66246,176,92795,19,10,13,6,4,2,4,2,0,15,0.44651,0.28182,113,176,0.44886,0.02840,156.74271,0,35,10,11,7,6,2,3,1,0,0.59589,0.29087,168.05011,164.66246,14,13,12,10,13,8,10,7,4,0,0.58547,0.20331,15,18,18,24,27,22,20,24,23,16,0.24104,0.28144,0.44328,165.78852,38,70,17,12,78,35,46,60,0,0,1.31097,1.15105
"00002454_N_500_palm_02.png",0,75,NA,0,0,81.74757,168.31807,69,109456,2,8,7,14,10,14,10,11,14,9,0.45444,0.19016,29,69,0.42029,0.30434,156.69522,0,5,7,10,7,13,24,12,6,15,0.78225,0.16786,172.30739,168.31807,1,7,6,7,15,12,23,15,17,6,0.74203,0.14355,31,20,28,28,29,19,27,20,20,23,0.23823,0.32305,0.58436,273.48185,7,41,14,38,71,23,41,24,0,0,1.22708,1.05187
"00002640_Q_500_palm_04.png",0,10,NA,0,0,70.35715,180.44934,164,74616,13,17,6,4,2,3,1,1,0,14,0.46036,0.29868,108,164,0.12195,0,172.80108,0,42,10,8,0,1,0,0,0,0,0.50757,0.30571,186.54858,180.44934,22,21,13,8,4,1,0,0,0,0,0.41307,0.17059,0,1,9,6,10,21,31,50,24,24,0.38340,0.29926,0.28601,89.23572,34,45,28,2,71,27,40,65,0,0,1.31227,0.96076
"00002533_N_500_palm_10.png",0,16,NA,0,0,95.85192,132.98166,202,98200,12,12,8,9,8,2,4,6,1,14,0.45695,0.26658,136,202,0.61386,0.03465,121.44416,0,33,6,6,4,10,5,4,5,3,0.66134,0.25380,137.97971,132.98166,8,12,12,11,11,5,5,4,16,3,0.63563,0.20287,12,18,17,16,27,28,30,34,24,17,0.26395,0.29141,0.47569,192.65742,29,60,21,19,60,39,29,55,0,0,1.25607,0.99186
"00002610_S_500_slap_06.png",0,91,NA,0,0,70.55773,188.47446,150,176955,6,11,11,21,15,15,25,19,20,5,0.42272,0.13842,33,150,0.55333,0.10666,178.37952,0,20,3,8,13,22,25,28,17,12,0.76066,0.20110,194.91618,188.47446,28,9,18,25,19,24,22,21,11,2,0.62293,0.22400,49,55,51,55,43,57,34,36,56,35,0.23384,0.30401,0.47511,356.81372,16,65,29,51,155,49,57,32,0,0,1.12261,0.60480
"00002433_N_500_palm_07.png",0,93,NA,0,0,92.92628,151.75225,65,125007,0,5,15,6,12,16,13,17,24,3,0.43717,0.12525,24,65,0.55384,0.64615,136.60707,0,4,5,5,3,8,19,15,22,30,0.81117,0.16276,155.67678,151.75225,2,3,2,5,3,8,15,14,26,46,0.82681,0.13074,50,45,48,47,32,17,19,10,11,16,0.14149,0.22336,0.69503,369.06253,6,60,22,50,92,57,47,19,0,0,1.08306,0.44101
"00002547_S_500_slap_04.png",0,50,NA,0,0,88.74773,172.81411,62,93228,13,9,7,11,5,5,2,6,5,7,0.41348,0.21313,35,62,0.19354,0.09677,157.36055,0,8,6,12,8,11,10,7,3,5,0.76775,0.14353,177.32282,172.81411,1,6,13,9,18,15,7,11,2,0,0.67690,0.12271,18,16,24,25,23,15,10,14,21,21,0.26683,0.36367,0.45376,174.69857,23,62,26,17,68,27,34,53,0,0,1.20816,0.82118
"00002384_N_500_palm_10.png",0,13,NA,0,0,62.86057,208.79967,193,65322,10,12,7,2,3,5,1,2,0,11,0.45473,0.28426,152,193,0.26424,0,200.79521,0,33,7,4,3,3,1,1,0,1,0.57532,0.28377,210.80750,208.79967,15,12,13,9,7,6,1,0,0,0,0.48492,0.18226,12,6,11,6,12,24,22,32,11,15,0.27905,0.26911,0.34646,101.51520,15,40,24,11,39,21,26,37,0,0,1.32245,1.20333
"00001057_plain_500_03.png",0,93,NA,0,0,35.60468,163.21826,55,98722,8,3,8,15,10,11,11,19,15,11,0.46332,0.19947,32,55,0.32727,0.70909,144.92444,0,11,2,3,4,4,17,18,18,34,0.80947,0.16921,164.34483,163.21826,3,4,3,2,6,5,13,14,36,42,0.82369,0.15001,33,38,31,41,32,19,21,15,30,21,0.22048,0.31600,0.73114,312.92787,13,41,22,58,100,33,41,17,0,0,1.11662,0.80959
"00002326_R_500_slap_05.png",0,12,NA,0,0,61.40696,202.23562,240,93439,17,17,10,5,3,5,1,0,0,18,0.46410,0.30197,146,240,0.42500,0.00833,193.50598,0,36,16,7,7,5,3,1,0,1,0.57526,0.30177,204.05562,202.23562,12,21,15,17,9,6,6,1,1,2,0.54135,0.18374,5,7,4,9,8,19,34,36,41,58,0.51341,0.41985,0.35742,141.89756,41,53,19,10,63,26,44,60,0,0,1.28363,0.97683
"00002533_Q_500_palm_09.png",0,43,NA,0,0,96.01055,125.08767,164,111380,8,19,11,13,9,4,5,8,2,10,0.41828,0.21713,97,164,0.61585,0.16463,113.27766,0,25,12,5,3,11,6,10,8,9,0.72409,0.20861,125.63089,125.08767,7,12,3,10,11,5,6,12,11,28,0.71744,0.22106,21,21,24,27,19,21,29,24,16,11,0.20901,0.27256,0.57292,257.81650,23,61,53,16,104,54,39,56,0,0,1.18954,0.88829
"00002374_R_500_slap_10.png",0,21,NA,0,0,88.23567,163.61728,70,68603,6,6,7,5,4,5,3,4,0,13,0.50232,0.29005,48,70,0.15714,0,146.35798,0,5,5,5,12,7,9,6,1,3,0.75013,0.18990,168.50350,163.61728,3,9,11,15,12,12,2,1,0,1,0.61304,0.13328,8,17,13,12,15,9,6,15,2,6,0.20489,0.34817,0.41626,128.20961,21,27,15,9,24,19,34,24,0,0,1.30430,1.11433
"00002593_J_500_palm_07.png",0,25,NA,0,0,18.78323,244.83399,29,33006,7,8,7,10,4,4,3,0,0,6,0.40466,0.22878,23,29,0.79310,0,241.38905,0,20,13,8,6,1,0,1,0,0,0.63448,0.24108,245.38568,244.83399,12,28,14,5,1,0,0,0,0,0,0.42323,0.12330,0,1,4,4,11,23,24,32,14,13,0.34350,0.29774,0.33542,53.33219,18,50,18,20,36,14,11,23,0,0,1.11741,1.09599
"00001581_plain_500_04.png",0,83,NA,0,0,40.47399,176.10114,82,109292,6,5,5,11,12,12,18,15,23,13,0.48721,0.20534,43,82,0.32926,0.26829,154.53454,0,11,7,10,9,10,6,22,11,34,0.78666,0.19130,178.07763,176.10114,15,3,8,12,14,19,11,29,36,6,0.71470,0.20138,25,30,33,32,32,26,22,43,32,30,0.28414,0.36414,0.63965,305.11294,19,31,15,53,126,39,21,15,0,0,1.07541,0.64545
"00002559_Q_500_palm_07.png",0,50,NA,0,0,92.92707,127.17731,126,138855,8,15,18,19,13,10,7,7,0,18,0.44586,0.24410,17,126,0.39682,0.15079,114.20284,0,10,13,11,13,20,12,10,12,14,0.77174,0.15784,133.97421,127.17731,3,9,15,16,13,13,17,12,17,15,0.71145,0.16628,36,41,22,27,42,30,18,22,14,13,0.17470,0.26098,0.56083,323.03942,41,70,15,28,58,44,55,61,0,0,1.26850,0.98404
"00002578_N_500_palm_04.png",0,59,NA,0,0,74.61298,188.71450,97,82949,7,11,13,8,6,3,13,9,5,8,0.42789,0.20143,45,97,0.67010,0.06185,173.77652,0,18,19,10,7,11,8,4,3,3,0.69210,0.23302,195.20091,188.71450,5,17,13,25,19,8,2,2,4,0,0.59501,0.14805,9,18,23,20,23,33,21,26,28,27,0.30228,0.35024,0.45647,165.24298,19,50,32,24,89,51,32,21,0,0,1.08956,0.65659
